authors,crawl_time,download_url,keyword,publication,publicationDate,publisher,search,snippet,title
"Chung Keung Poon,Feifeng Zheng,Yinfeng Xu",2019-10-15 19:18:28,https://dl.acm.org/ft_gateway.cfm?id=2523810&ftid=1391667&dwn=1,"tight deadline, broadcast scheduling, competitive analysis",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,We investigate a scheduling problem motivated by pull-based data delivering systems where there is a server keeping a number of pages; and clients requesting the same page can be satisfied simultaneously by one broadcast. The HEU algorithm of Woeginger (1994) is proven to be optimal in maximizing the number of ...,On-demand bounded broadcast scheduling with tight deadlines
"Sandro Pinto,Nuno Santos",2019-10-15 19:18:28,https://dl.acm.org/ft_gateway.cfm?id=3291047&ftid=2039760&dwn=1," Arm, TEE, TrustZone, security, survey, virtualization","ACM Computing Surveys (CSUR): Volume 51 Issue 6, February 2019",October 2008,ACM,51,"The world is undergoing an unprecedented technological transformation, evolving into a state where ubiquitous Internet-enabled “things” will be able to generate and share large amounts of security- and privacy-sensitive data. To cope with the security threats that are thus foreseeable, system designers can find in Arm TrustZone hardware technology a ...",Demystifying Arm TrustZone: A Comprehensive Survey
"Roberto Baldoni,Emilio Coppa,Daniele Cono D’elia,Camil Demetrescu,Irene Finocchi",2019-10-15 19:18:28,https://dl.acm.org/ft_gateway.cfm?id=3182657&ftid=1976428&dwn=1,"Symbolic execution, concolic execution, software testing, static analysis","ACM Computing Surveys (CSUR): Volume 51 Issue 3, July 2018",June 2016,ACM,51,"Many security and software testing applications require checking whether certain properties of a program hold for any possible usage scenario. For instance, a tool for identifying software vulnerabilities may need to rule out the existence of any backdoor to bypass a program’s authentication. One approach would be to test the ...",A Survey of Symbolic Execution Techniques
,2019-10-15 19:18:28,https://dl.acm.org/ft_gateway.cfm?id=962447&ftid=237927&dwn=1,,"Journal of the ACM (JACM): Volume 51 Issue 1, January 2004",January 2006,ACM,51,,Foreword
"Roberto Baldoni,Emilio Coppa,Daniele Cono D’elia,Camil Demetrescu,Irene Finocchi",2019-10-15 19:18:28,https://dl.acm.org/ft_gateway.cfm?id=3182657&ftid=1976428&dwn=1,"Symbolic execution, concolic execution, software testing, static analysis","ACM Computing Surveys (CSUR): Volume 51 Issue 3, July 2018",February 2008,ACM,51,"Many security and software testing applications require checking whether certain properties of a program hold for any possible usage scenario. For instance, a tool for identifying software vulnerabilities may need to rule out the existence of any backdoor to bypass a program’s authentication. One approach would be to test the ...",A Survey of Symbolic Execution Techniques
A. V. Kelarev,2019-10-15 19:18:28,https://dl.acm.org/ft_gateway.cfm?id=1151795&type=pdf,"algorithms, coding, directed graphs",CATS '06: Proceedings of the 12th Computing: The Australasian Theroy Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,A complete description and proof of correctness are given for a new polynomial time algorithm for a class of codes based on directed graphs and involving construction well known in system theory. Our construction has already been considered in the literature in relation to other questions. The investigation of codes ...,A polynomial algorithm for codes based on directed graphs
David Roman,2019-10-15 19:18:29,https://dl.acm.org/https://cacm.acm.org/magazines/2008/7/5370/fulltext,,"Communications of the ACM - Web science: Volume 51 Issue 7, July 2008",October 2008,ACM,51,The redesigned CACM Web site will deliver exactly what you want.,"Your attention, please"
"Amber Settle,Sue Fitzgerald,Briana Morrison",2019-10-15 19:18:29,https://dl.acm.org/ft_gateway.cfm?id=3329114&ftid=2053190&dwn=1,,"ACM SIGCSE Bulletin: Volume 51 Issue 2, April 2019",January 2006,ACM,51,"Like all Association for Computing Machinery Special Interest Groups (SIGs), SIGCSE relies heavily on volunteers for the work it does. Luckily, SIGCSE has a strong base of volunteers willing to help the SIG in its mission of providing a global forum for computing educators. A focus of the current SIGCSE ...",Volunteering with SIGCSE
"Miyuru Dayarathna,Srinath Perera",2019-10-15 19:18:29,https://dl.acm.org/ft_gateway.cfm?id=3170432&ftid=1945565&dwn=1,"Event processing, complex event processing, data stream processing","ACM Computing Surveys (CSUR): Volume 51 Issue 2, June 2018",September 2008,ACM,51,"Event processing (EP) is a data processing technology that conducts online processing of event information. In this survey, we summarize the latest cutting-edge work done on EP from both industrial and academic research community viewpoints. We divide the entire field of EP into three subareas: EP system architectures, EP use ...",Recent Advancements in Event Processing
"Giorgio Ausiello,Aristotelis Giannakos,Vangelis Th. Paschos",2019-10-15 19:18:29,https://dl.acm.org/ft_gateway.cfm?id=2523811&ftid=1391668&dwn=1,"budget saving, set-covering, competitive ratio, dominating set, on-line algorithm",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"We study the following on-line model for set-covering: elements of a ground set of size n arrive one-by-one and with any such element c i , arrives also the name of some set S i 0 containing c i and covering the most of the uncovered ground set-elements (obviously, these ...",Greedy algorithms for on-line set-covering and related problems
"Jennifer Xu,Hsinchun Chen",2019-10-15 19:18:29,https://dl.acm.org/https://cacm.acm.org/magazines/2008/10/512/fulltext,,"Communications of the ACM: Volume 51 Issue 10, October 2008",October 2008,ACM,51,Knowing the structure of criminal and terrorist networks could provide the technical insight needed to disrupt their activities.,The topology of dark networks
"Saher Esmeir,Shaul Markovitch",2019-10-15 19:18:29,https://dl.acm.org/ft_gateway.cfm?id=1248692&ftid=423046&dwn=1,,"The Journal of Machine Learning Research: Volume 8, 5/1/2007",January 2006,JMLR.org,51,"The majority of existing algorithms for learning decision trees are greedy---a tree is induced top-down, making locally optimal decisions at each node. In most cases, however, the constructed tree is not globally optimal. Even the few non-greedy learners cannot learn good trees when the concept is difficult. Furthermore, they require ...",Anytime Learning of Decision Trees
Sebastian Link,2019-10-15 19:18:29,https://dl.acm.org/ft_gateway.cfm?id=2523807&ftid=1391664&dwn=1,"axiomatisation, null values, database theory, implication, multivalued dependency",CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"The implication of multivalued dependencies (MVDs) in relational databases has originally been defined in the context of some fixed finite universe (Fagin 1977, Zaniolo 1976). While axiomatisability, implication problem and many design problems have been intensely studied with respect to this notion, almost no research has been devoted towards the ...",On the logical implication of multivalued dependencies with null values
"John Abbott,Anna M. Bigatti",2019-10-15 19:18:29,https://dl.acm.org/ft_gateway.cfm?id=3177801&ftid=1937807&dwn=1,,"ACM Communications in Computer Algebra: Volume 51 Issue 3, September 2017",January 2006,ACM,51,"CoCoA-5 is an interactive Computer Algebra System for Computations in Commutative Algebra, particularly Gröbner bases. It offers a dedicated, mathematician-friendly programming language, with many built-in functions. Its mathematical core is a user-friendly C++ library, called CoCoALib; being a software library facilitates integration with other software. The software is free and ...",CoCoA-5.2.2 and CoCoALib
"Nikolas List,Hans Ulrich Simon",2019-10-15 19:18:30,https://dl.acm.org/ft_gateway.cfm?id=1248671&ftid=423025&dwn=1,,"The Journal of Machine Learning Research: Volume 8, 5/1/2007",October 2008,JMLR.org,51,We present a general decomposition algorithm that is uniformly applicable to every (suitably normalized) instance of Convex Quadratic Optimization and efficiently approaches an optimal solution. The number of iterations required to be within ε of optimality grows linearly with 1/ ε and quadratically with the number m of variables. The ...,General Polynomial Time Decomposition Algorithms
"Chung Keung Poon,Feifeng Zheng,Yinfeng Xu",2019-10-15 19:18:30,https://dl.acm.org/ft_gateway.cfm?id=1151802&type=pdf,"competitive analysis, tight deadline, broadcast scheduling",CATS '06: Proceedings of the 12th Computing: The Australasian Theroy Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,We investigate a scheduling problem motivated by pull-based data delivering systems where there is a server keeping a number of pages; and clients requesting the same page can be satisfied simultaneously by one broadcast.The HEU algorithm of Woeginger (1994) is proven to be optimal in maximizing the number of satisfied ...,On-demand bounded broadcast scheduling with tight deadlines
,2019-10-15 19:18:30,https://dl.acm.org/ft_gateway.cfm?id=1327452&ftid=488570&dwn=1,,,September 2008,,51,,"Communications of the ACM - 50th anniversary issue: 1958 - 2008: Volume 51 Issue 1, January 2008"
"Tadao Takaoka,Stephen Violich",2019-10-15 19:18:30,https://dl.acm.org/ft_gateway.cfm?id=2523801&ftid=1391658&dwn=1,,CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"Some combinatorial generation problems can be broken into subproblems for which loopless algorithms already exist. We discuss means by which loopless algorithms can be fused to produce a new loopless algorithm that solves the original problem. We demonstrate this method with two new loopless algorithms, MIXPAR and MULTPERM. MIXPAR generates ...",Combinatorial generation by fusing loopless algorithms
,2019-10-15 19:18:30,https://dl.acm.org/ft_gateway.cfm?id=1364782&ftid=525626&dwn=1,,,September 2008,,51,,"Communications of the ACM - Web science: Volume 51 Issue 7, July 2008"
"Rafal Kolanski,Gerwin Klein",2019-10-15 19:18:30,https://dl.acm.org/ft_gateway.cfm?id=1151792&type=pdf,"software verification, B Method, operating system specification",CATS '06: Proceedings of the 12th Computing: The Australasian Theroy Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"This paper gives an overview of a pilot project on the specification and verification of the L4 high-performance microkernel. Of the three aspects examined in the project, we describe one in more detail: the formalisation of the kernel's Application Programming Interface using the B Method. We conclude that machine-supported formal ...",Formalising the L4 microkernel API
"Yuichi Asahiro,Eiji Miyano,Hirotaka Ono,Kouhei Zenmyo",2019-10-15 19:18:31,https://dl.acm.org/ft_gateway.cfm?id=1151788&type=pdf,"approximation algorithms, graph orientation, min-max optimization, NP-hardness",CATS '06: Proceedings of the 12th Computing: The Australasian Theroy Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"We study the problem of orienting the edges of a weighted graph such that the maximum weighted out-degree of vertices is minimized. This problem, which has applications in the guard arrangement for example, can be shown to be NP -hard generally. In this paper we first give optimal orientation algorithms ...",Graph orientation algorithms to minimize the maximum outdegree
Adrienne Decker,2019-10-15 19:18:31,https://dl.acm.org/ft_gateway.cfm?id=3329111&ftid=2053184&dwn=1,,"ACM SIGCSE Bulletin: Volume 51 Issue 2, April 2019",September 2008,ACM,51,The SIGCSE Board is pleased to announce the recipients of the 2018 Travel Grant Program awards (to attend SIGCSE Technical Symposium 2019). The Travel Grant Program was created thanks to the generosity of Henry Walker and provides faculty and teachers who have not previously attended the Symposium with up to ...,SIGCSE 2018 travel grant program awards
Tetsuo Asano,2019-10-15 19:18:31,https://dl.acm.org/ft_gateway.cfm?id=2523793&ftid=1391651&dwn=1,,CATS '06: Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,Digital halftoning is a technique to convert a continuous-tone image into a binary image consisting of black and white dots. It is an important technique for printing machines and printers to output an image with few intensity levels or colors which looks similar to an input image. In this talk ...,Computational geometric and combinatorial approaches to digital halftoning
"Brian Herlihy,Peter Schachte,Harald Søndergaard",2019-10-15 19:18:31,https://dl.acm.org/ft_gateway.cfm?id=1151800&type=pdf,"Boolean functions, decision, diagrams, fixed points",CATS '06: Proceedings of the 12th Computing: The Australasian Theroy Symposium - Volume 51,January 2006,"Australian Computer Society, Inc.",51,"We present a new method for finding closed forms of recursive Boolean function definitions. Traditionally, these closed forms are found by iteratively approximating until a fixed point is reached. Conceptually, our new method replaces each k -ary function by 2 k Boolean variables defined by mutual recursion. The introduction of ...",Boolean equation solving as graph traversal
